Date,PX_LAST
2022-11-16,2657.58
2022-11-15,2678.23
2022-11-14,2653.94
2022-11-11,2674.08
2022-11-10,2636.55
2022-11-09,2509.77
2022-11-08,2554.87
2022-11-07,2533.64
2022-11-04,2507.22
2022-11-03,2467.89
2022-11-02,2499.79
2022-11-01,2546.4
2022-10-31,2547.72
2022-10-28,2561.04
2022-10-27,2523.59
2022-10-26,2535.68
2022-10-25,2537.54
2022-10-24,2493.06
2022-10-21,2462.42
2022-10-20,2429.26
2022-10-19,2439.3
2022-10-18,2457.86
2022-10-17,2431.84
2022-10-14,2376.64
2022-10-13,2411.69
2022-10-12,2367.69
2022-10-11,2376.29
2022-10-10,2395.61
2022-10-07,2417.72
2022-10-06,2478.42
2022-10-05,2500.07
2022-10-04,2511.72
2022-10-03,2429.91
2022-09-30,2378.65
2022-09-29,2401.32
2022-09-28,2438.78
2022-09-27,2403.88
2022-09-26,2408.44
2022-09-23,2438.5
2022-09-22,2489.36
2022-09-21,2516.59
2022-09-20,2554.02
2022-09-19,2580.55
2022-09-16,2569.29
2022-09-15,2592
2022-09-14,2617.84
2022-09-13,2619.5
2022-09-12,2719.01
2022-09-09,2682.9
2022-09-08,2636.17
2022-09-07,2614.1
2022-09-06,2584.97
2022-09-05,2596.7
2022-09-02,2605.21
2022-09-01,2610.26
2022-08-31,2627.32
2022-08-30,2645.37
2022-08-29,2668.79
2022-08-26,2694.62
2022-08-25,2768.48
2022-08-24,2736.01
2022-08-23,2730.35
2022-08-22,2736.1
2022-08-19,2787.71
2022-08-18,2826.41
2022-08-17,2822.87
2022-08-16,2844.42
2022-08-15,2842.48
2022-08-12,2834.51
2022-08-11,2802.23
2022-08-10,2803.37
2022-08-09,2743.62
2022-08-08,2758.72
2022-08-05,2752.06
2022-08-04,2761.65
2022-08-03,2755.25
2022-08-02,2728.3
2022-08-01,2749.26
2022-07-29,2746.37
2022-07-28,2709.82
2022-07-27,2675.09
2022-07-26,2624.49
2022-07-25,2651.22
2022-07-22,2650.82
2022-07-21,2663.84
2022-07-20,2643.93
2022-07-19,2628.34
2022-07-18,2567.68
2022-07-15,2568.64
2022-07-14,2520.92
2022-07-13,2544.68
2022-07-12,2554.19
2022-07-11,2572.33
2022-07-08,2603.62
2022-07-07,2602.03
2022-07-06,2561.2
2022-07-05,2553.95
2022-07-04,2567.87
2022-07-01,2559.95
2022-06-30,2546.19
2022-06-29,2574.45
2022-06-28,2584.26
2022-06-27,2623.2
2022-06-24,2619.48
2022-06-23,2549.05
2022-06-22,2537.26
2022-06-21,2543.36
2022-06-20,2494.99
2022-06-17,2485.77
2022-06-16,2490.54
